Papel,Cotação,Tipo,Data últ cot,Empresa,Min 52 sem,Setor,Max 52 sem,Subsetor,Vol $ méd (2m)
AALR3 ,"18,50",ON NM,30/11/2021,ALLIAR ON NM,"8,63",Serv.Méd.Hospit. Análises e Diagnósticos,"18,65",Serv.Méd.Hospit. Análises e Diagnósticos,18.459.600
AMIL3,"32,20",ON NM,08/05/2013,AMIL ON NM,"0,00",Serv.Méd.Hospit. Análises e Diagnósticos,"0,00",Serv.Méd.Hospit. Análises e Diagnósticos,0
AMAR3,"3,69",ON NM,30/11/2021,LOJAS MARISA ON NM,"3,69",Comércio,"10,01","Tecidos, Vestuário e Calçados",33.815.400
ALUP4,"8,06",PN N2,30/11/2021,ALUPAR PN N2,"7,37",Energia Elétrica,"9,54",Energia Elétrica,984.038
ALUP3,"8,11",ON N2,30/11/2021,ALUPAR ON N2,"7,64",Energia Elétrica,"9,31",Energia Elétrica,981.900
ALPA3,"32,85",ON N1,30/11/2021,ALPARGATAS ON N1,"28,80","Tecidos, Vestuário e Calçados","52,36",Calçados,81.348
ALLL4,"3,32",PN,21/10/2010,RUMO S.A. PN,"0,00",Transporte,"0,00",Transporte Ferroviário,0
AHEB5,"23,00",PNA,24/11/2021,PARQUE ANHEMBI PNA,"18,00",Viagens e Lazer,"25,50",Produção de Eventos e Shows,380
AGXY3,"8,97",ON NM,30/11/2021,AGROGALAXY ON NM,"7,00",Agropecuária,"10,65",Agricultura,336.084
AGRO3,"23,54",ON NM,30/11/2021,BRASILAGRO ON NM,"19,76",Agropecuária,"32,85",Agricultura,26.752.700
ALSO3,"20,56",ON,30/11/2021,ALIANSCSONAE ON,"19,18",Exploração de Imóveis,"32,07",Exploração de Imóveis,32.125.000
YDUQ3,"21,83",ON,30/11/2021,YDUQS PART ON,"20,86",Diversos,"36,55",Serviços Educacionais,73.384.300
ALSC3,"27,75",ON NM,05/08/2019,ALIANSCE ON NM,"18,48",Exploração de Imóveis,"28,35",Exploração de Imóveis,0
AMER3,"30,32",ON,30/11/2021,AMERICANAS ON,"29,37",Comércio,"90,39",Produtos Diversos,282.546.000
ALUP11,"24,16",UNT N2,30/11/2021,ALUPAR UNT N2,"22,45",Energia Elétrica,"28,15",Energia Elétrica,23.000.000
ALPK3,"4,01",ON NM,30/11/2021,ESTAPAR ON NM,"4,01",Serviços Diversos,"9,55",Serviços Diversos,132.546
AMBP3,"39,44",ON NM,30/11/2021,AMBIPAR ON NM,"20,93",Água e Saneamento,"69,45",Água e Saneamento,72.354.800
WMBY3,"25,39",ON,05/04/2010,WEMBLEY SOCIEDADE ANÔNIMA ON,"0,00","Tecidos, Vestuário e Calçados","0,00",Fios e Tecidos,0
WISA4,"0,25",PN,27/06/2012,WIEST SA PN,"0,00",Siderurgia e Metalurgia,"0,00",Artefatos de Ferro e Aço,0
WEST3,"3,30",ON NM,30/11/2021,WESTWING ON NM,"3,30",Programas e Serviços,"12,18",Programas e Serviços,4.235.340
ALLD3,"16,21",ON NM,30/11/2021,ALLIED ON NM,"15,59",Comércio,"37,73",Eletrodomésticos,7.064.090
ALLL3,"3,97",ON,31/03/2015,RUMO S.A. ON,"0,00",Transporte,"0,00",Transporte Ferroviário,0
AHEB6,"51,50",PNB,22/06/2021,PARQUE ANHEMBI PNB,"19,61",Viagens e Lazer,"51,50",Produção de Eventos e Shows,0
AHEB3,"26,50",ON,29/11/2021,PARQUE ANHEMBI ON,"20,00",Viagens e Lazer,"28,90",Produção de Eventos e Shows,1.545
AGIN3,"5,29",ON NM,11/02/2010,Agra Incorp ON NM,"0,00",Construção Civil,"0,00",Incorporações,0
ALLL11,"16,50",UNT,21/10/2010,RUMO S.A. UNT,"0,00",Transporte,"0,00",Transporte Ferroviário,0
VVAR11,"14,58",UNT N2,23/11/2018,VIA UNT N2,"0,00",Comércio,"0,00",Eletrodomésticos,0
WLMM4,"36,00",PN,30/11/2021,WLM PN,"23,51",Comércio,"42,25",Material de Transporte,65.971
WSON33,"67,00",DR3,22/10/2021,Wilson Sons DR3,"39,13",Transporte,"68,21",Serviços de Apoio e Armazenagem,517.003
VSPT3,"0,00",ON,-,FERROVIA CENTRO-ATLÂNTICA S.A. ON,"0,00",Transporte,"0,00",Transporte Ferroviário,0
VPTA4,"10,50",PN,16/12/2009,VPTA PN,"0,00",Transporte,"0,00",Transporte Aéreo,0
WLMM3,"35,00",ON,19/11/2021,WLM ON,"17,57",Comércio,"44,34",Material de Transporte,7.566
VPSC4,"9,99",PN,04/01/2010,VPSC PN,"0,00",Transporte,"0,00",Serviços de Apoio e Armazenagem,0
WHRL3,"6,55",ON,30/11/2021,WHIRLPOOL S.A. ON,"6,14",Utilidades Domésticas,"7,05",Eletrodomésticos,55.541
WISA3,"0,20",ON,27/06/2012,WIEST SA ON,"0,00",Siderurgia e Metalurgia,"0,00",Artefatos de Ferro e Aço,0
WHRL4,"8,02",PN,30/11/2021,WHIRLPOOL S.A. PN,"6,88",Utilidades Domésticas,"8,90",Eletrodomésticos,122.730
WIZS3,"8,19",ON NM,30/11/2021,WIZ S.A. ON NM,"5,62",Previdência e Seguros,"18,54",Corretoras de Seguros,25.993.700
WEGE4,"16,10",PN N1,31/05/2007,WEG SA PN N1,"0,00",Máquinas e Equipamentos,"0,00","Motores, Compressores e Outros",0
VVEO3,"17,02",ON NM,30/11/2021,VIVEO ON NM,"17,02",Comércio e Distribuição,"27,14",Medicamentos e Outros Produtos,4.321.000
WEGE3,"32,23",ON N1,30/11/2021,WEG SA ON N1,"31,12",Máquinas e Equipamentos,"45,67","Motores, Compressores e Outros",266.618.000
VLID3,"8,26",ON NM,30/11/2021,VALID ON NM,"7,08",Serviços Diversos,"11,00",Serviços Diversos,3.881.130
VIVR3,"1,38",ON NM,30/11/2021,VIVER ON NM,"0,80",Construção Civil,"9,81",Incorporações,29.797.500
VIVA3,"24,51",ON NM,30/11/2021,VIVARA S.A. ON NM,"21,90","Tecidos, Vestuário e Calçados","34,56",Acessórios,27.216.800
VINE5,"17,64",PNA,28/11/2013,VICUNHA TEXTIL SA PNA,"0,00","Tecidos, Vestuário e Calçados","0,00",Fios e Tecidos,0
VINE3,"17,20",ON,04/11/2013,VICUNHA TEXTIL SA ON,"0,00","Tecidos, Vestuário e Calçados","0,00",Fios e Tecidos,0
VIIA3,"5,67",ON,30/11/2021,VIA ON,"5,56",Comércio,"17,65",Eletrodomésticos,311.872.000
VCPA4,"26,01",PN N1,11/08/2009,Fibria PN N1,"0,00",Madeira e Papel,"0,00",Papel e Celulose,0
VVAR4,"4,84",PN,23/11/2018,VIA PN,"0,00",Comércio,"0,00",Eletrodomésticos,0
VSPT4,"0,00",PN,-,FERROVIA CENTRO-ATLÂNTICA S.A. PN,"0,00",Transporte,"0,00",Transporte Ferroviário,0
VALE5,"33,36",ON NM,24/11/2017,VALE ON NM,"0,00",Mineração,"0,00",Minerais Metálicos,0
VALE3,"69,95",ON NM,30/11/2021,VALE ON NM,"62,33",Mineração,"106,26",Minerais Metálicos,2.041.010.000
VPTA3,"5,00",ON,28/01/2009,VPTA ON,"0,00",Transporte,"0,00",Transporte Aéreo,0
VULC3,"10,10",ON,30/11/2021,VULCABRAS S/A. ON,"6,79","Tecidos, Vestuário e Calçados","10,86",Calçados,10.095.800
VULC4,"18,00",PN,22/02/2008,VULCABRAS S/A. PN,"0,00","Tecidos, Vestuário e Calçados","0,00",Calçados,0
VPSC3,"6,03",ON,28/12/2009,VPSC ON,"0,00",Transporte,"0,00",Serviços de Apoio e Armazenagem,0
USIM6,"18,97",PNB N1,24/11/2021,USIMINAS PNB N1,"10,99",Siderurgia e Metalurgia,"28,25",Siderurgia,190
USIM3,"13,00",ON N1,30/11/2021,USIMINAS ON N1,"11,71",Siderurgia e Metalurgia,"22,71",Siderurgia,5.381.290
VNET3,"0,00",ON NM,-,CIELO ON NM,"0,00",Serviços Financeiros Diversos,"0,00",Serviços Financeiros Diversos,0
VIVT4,"45,34",PN,20/11/2020,TELEF BRASIL PN,"0,00",Telecomunicações,"0,00",Telecomunicações,0
UGPA3,"14,43",ON,30/11/2021,ULTRAPAR PARTICIPAÇÕES SA ON,"12,38","Petróleo, Gás e Biocombustíveis","24,10","Exploração, Refino e Distribuição",120.789.000
VITT3,"12,60",ON NM,30/11/2021,VITTIA ON NM,"8,94",Químicos,"13,22",Fertilizantes e Defensivos,1.394.280
VBBR3,"21,76",ON,30/11/2021,VIBRA ON,"17,53","Petróleo, Gás e Biocombustíveis","29,13","Exploração, Refino e Distribuição",258.821.000
VIVT3,"50,29",ON,30/11/2021,TELEF BRASIL ON,"40,50",Telecomunicações,"53,00",Telecomunicações,144.037.000
UBBR11,"14,75",UNT N1,30/03/2009,UNIBANCO SA UNT N1,"0,00",Intermediários Financeiros,"0,00",Bancos,0
TXRX3,"29,80",ON,28/10/2021,RENAUX ON,"29,80","Tecidos, Vestuário e Calçados","108,00",Fios e Tecidos,1.420
TVIT3,"19,30",ON NM,12/01/2011,TIVIT ON NM,"0,00",Programas e Serviços,"0,00",Programas e Serviços,0
TUPY3,"19,31",ON,30/11/2021,TUPY ON,"19,18",Material de Transporte,"26,15",Material Rodoviário,19.160.300
TTEN3,"7,40",ON NM,30/11/2021,3TENTOS ON NM,"7,40",Agropecuária,"12,15",Agricultura,11.471.500
VAGV3,"1,14",ON,19/11/2009,SAVIRG ON,"0,00",Transporte,"0,00",Transporte Aéreo,0
VAGV4,"1,02",PN,04/01/2010,SAVIRG PN,"0,00",Transporte,"0,00",Transporte Aéreo,0
VAMO3,"11,18",ON NM,30/11/2021,VAMOS ON NM,"7,44",Diversos,"18,40",Aluguel de carros,50.649.800
USIM5,"13,59",PNA N1,30/11/2021,USIMINAS PNA N1,"12,05",Siderurgia e Metalurgia,"22,24",Siderurgia,355.845.000
TRPL3,"31,19",ON N1,30/11/2021,TRANSMISSÃO PAULISTA ON N1,"23,86",Energia Elétrica,"33,66",Energia Elétrica,104.490
UOLL4,"19,62",PN,18/01/2012,UOL PN,"0,00",Programas e Serviços,"0,00",Programas e Serviços,0
UNIP3,"93,90",ON,30/11/2021,UNIPAR PARTICIPAÇÕES S.A. ON,"36,78",Químicos,"97,46",Químicos Diversos,4.799.090
UNIP6,"89,09",PNB,30/11/2021,UNIPAR PARTICIPAÇÕES S.A. PNB,"36,66",Químicos,"100,29",Químicos Diversos,33.521.100
UNIP5,"92,00",PNA,30/11/2021,UNIPAR PARTICIPAÇÕES S.A. PNA,"36,12",Químicos,"98,67",Químicos Diversos,30.963
TRAD3,"7,89",ON NM,30/11/2021,TC ON NM,"5,39",Programas e Serviços,"13,21",Programas e Serviços,28.395.600
UCAS3,"4,00",ON NM,30/11/2021,UNICASA ON NM,"3,87",Utilidades Domésticas,"5,60",Móveis,179.260
UGPA4,"27,10",PN,16/08/2011,ULTRAPAR PARTICIPAÇÕES SA PN,"0,00","Petróleo, Gás e Biocombustíveis","0,00","Exploração, Refino e Distribuição",0
UBBR4,"7,49",PN N1,30/03/2009,UNIBANCO SA PN N1,"0,00",Intermediários Financeiros,"0,00",Bancos,0
TPRC3,"113,50",ON,05/07/2005,TIM PARTICIPAÇÕES S.A. ON,"0,00",Telecomunicações,"0,00",Telecomunicações,0
TPIS3,"1,87",ON NM,30/11/2021,TRIUNFO PARTICIPACOES SA ON NM,"1,54",Transporte,"4,83",Exploração de Rodovias,6.178.890
UBBR3,"18,00",ON N1,30/03/2009,UNIBANCO SA ON N1,"0,00",Intermediários Financeiros,"0,00",Bancos,0
TXRX4,"8,80",PN,30/11/2021,RENAUX PN,"8,60","Tecidos, Vestuário e Calçados","12,80",Fios e Tecidos,8.633
TUPY4,"48,21",PN,08/02/2013,TUPY PN,"0,00",Material de Transporte,"0,00",Material Rodoviário,0
TRPN3,"0,71",ON NM,17/07/2019,TARPON INV ON NM,"0,32",Holdings Diversificadas,"0,80",Holdings Diversificadas,0
TRPL4,"23,30",PN N1,30/11/2021,TRANSMISSÃO PAULISTA PN N1,"21,19",Energia Elétrica,"25,56",Energia Elétrica,31.203.000
TRIS3,"5,44",ON NM,30/11/2021,Trisul ON NM,"5,39",Construção Civil,"12,50",Incorporações,10.822.000
TPRC6,"105,00",PNB,06/07/2005,TIM PARTICIPAÇÕES S.A. PNB,"0,00",Telecomunicações,"0,00",Telecomunicações,0
TOTS3,"31,69",ON NM,30/11/2021,TOTVS ON NM,"25,12",Programas e Serviços,"40,60",Programas e Serviços,133.049.000
TIET4,"3,51",PN N2,26/03/2021,AES TIETE E PN N2,"3,09",Energia Elétrica,"3,53",Energia Elétrica,0
TIET3,"3,49",ON N2,26/03/2021,AES TIETE E ON N2,"3,10",Energia Elétrica,"3,57",Energia Elétrica,0
TIET11,"17,44",UNT N2,26/03/2021,AES TIETE E UNT N2,"15,38",Energia Elétrica,"17,66",Energia Elétrica,0
TGMA3,"13,03",ON NM,30/11/2021,Tegma ON NM,"13,03",Transporte,"28,58",Transporte Rodoviário,7.103.650
TEND3,"17,07",ON NM,30/11/2021,Tenda ON NM,"16,55",Construção Civil,"30,60",Incorporações,33.760.300
TKNO4,"69,00",PN,19/11/2021,TEKNO PN,"38,65",Siderurgia e Metalurgia,"69,00",Artefatos de Ferro e Aço,995
TECN3,"2,38",ON NM,30/11/2021,TECHNOS ON NM,"1,22","Tecidos, Vestuário e Calçados","4,06",Acessórios,12.499.000
TIMP3,"13,46",ON,09/10/2020,TIM PARTICIPAÇÕES S.A. ON,"12,20",Telecomunicações,"16,80",Telecomunicações,0
TIMS3,"13,80",ON NM,30/11/2021,TIM ON NM,"11,16",Telecomunicações,"14,67",Telecomunicações,103.248.000
TCSL4,"7,82",PN,02/08/2011,TIM PARTICIPAÇÕES S.A. PN,"0,00",Telecomunicações,"0,00",Telecomunicações,0
TCNO4,"1,80",PN,30/11/2021,TECNOSOLO S/A PN,"1,30",Construção e Engenharia,"6,28",Engenharia Consultiva,180.993
TCNO3,"2,66",ON,30/11/2021,TECNOSOLO S/A ON,"1,67",Construção e Engenharia,"7,83",Engenharia Consultiva,122.580
TFCO4,"10,76",PN,30/11/2021,TRACK FIELD PN,"10,76","Tecidos, Vestuário e Calçados","16,38",Vestuário,1.499.040
TASA4,"22,25",PN,30/11/2021,TAURUS ARMAS PN,"14,01",Máquinas e Equipamentos,"28,76",Armas e Munições,28.853.200
TESA3,"48,00",ON NM,30/07/2021,TERRA SANTA ON NM,"25,58",Agropecuária,"50,80",Agricultura,0
TERI3,"64,28",ON NM,26/09/2016,TEREOS ON NM,"0,00",Alimentos Processados,"0,00",Alimentos Diversos,0
TENE7,"9,80",PNC,08/02/2017,TECBLU PNC,"0,00","Tecidos, Vestuário e Calçados","0,00",Fios e Tecidos,0
TANC4,"43,00",PN,27/04/2005,TAM PN,"0,00",Transporte,"0,00",Transporte Aéreo,0
TAMM4,"52,73",PN,18/07/2012,TAM PN,"0,00",Transporte,"0,00",Transporte Aéreo,0
TAMM3,"52,60",ON,11/07/2012,TAM ON,"0,00",Transporte,"0,00",Transporte Aéreo,0
TAEE4,"11,99",PN N2,30/11/2021,TAESA PN N2,"9,40",Energia Elétrica,"13,56",Energia Elétrica,2.094.900
TAEE11,"36,03",UNT,30/11/2021,TAESA UNT,"28,07",Energia Elétrica,"40,69",Energia Elétrica,90.358.800
TENE5,"0,50",PNA,16/05/2016,TECBLU PNA,"0,00","Tecidos, Vestuário e Calçados","0,00",Fios e Tecidos,0
TEMP3,"4,15",ON,29/04/2016,TEMPO PART ON,"0,00",Serv.Méd.Hospit. Análises e Diagnósticos,"0,00",Serv.Méd.Hospit. Análises e Diagnósticos,0
TELB4,"16,80",PN,30/11/2021,TELEBRAS PN,"16,80",Telecomunicações,"34,65",Telecomunicações,75.039
SYNE3,"12,45",ON NM,30/11/2021,SYN PROP TEC ON NM,"9,65",Exploração de Imóveis,"14,13",Exploração de Imóveis,8.217.410
TELB3,"45,00",ON,30/11/2021,TELEBRAS ON,"45,00",Telecomunicações,"104,99",Telecomunicações,34.352
TEKA4,"10,19",PN,30/11/2021,TEKA S.A. PN,"8,40","Tecidos, Vestuário e Calçados","28,50",Fios e Tecidos,43.419
SUZB3,"56,16",ON,30/11/2021,Suzano Papel ON,"48,38",Madeira e Papel,"79,18",Papel e Celulose,427.948.000
SUZA4,"13,90",PN N1,04/08/2004,SUZANO HOLDING S.A. PN N1,"0,00",Holdings Diversificadas,"0,00",Holdings Diversificadas,0
TEKA3,"26,10",ON,05/10/2021,TEKA S.A. ON,"21,56","Tecidos, Vestuário e Calçados","107,00",Fios e Tecidos,65
SULA11,"24,96",UNT N2,30/11/2021,Sul America UNT N2,"24,59",Previdência e Seguros,"42,41",Seguradoras,110.928.000
TCSA3,"3,47",ON NM,30/11/2021,TECNISA ON NM,"3,44",Construção Civil,"10,28",Incorporações,4.346.910
TBLE6,"10,65",PNB,08/08/2005, ENGIE BRASIL PNB,"0,00",Energia Elétrica,"0,00",Energia Elétrica,0
TBLE5,"12,00",PNA,12/07/2005, ENGIE BRASIL PNA,"0,00",Energia Elétrica,"0,00",Energia Elétrica,0
TASA3,"22,25",ON,30/11/2021,TAURUS ARMAS ON,"13,74",Máquinas e Equipamentos,"28,53",Armas e Munições,1.036.520
SQIA3,"15,47",ON,30/11/2021,SINQIA ON,"15,47",Programas e Serviços,"30,64",Programas e Serviços,24.609.800
TARP11,"18,02",DR3,26/11/2010,TARPON DR3,"0,00",Holdings Diversificadas,"0,00",Holdings Diversificadas,0
TAEE3,"11,95",ON N2,30/11/2021,TAESA ON N2,"9,40",Energia Elétrica,"13,57",Energia Elétrica,913.718
SZPQ4,"6,64",PN,12/01/2011,SUZANO PETROQUIMICA S.A. PN,"0,00",Químicos,"0,00",Petroquímicos,0
SUZB6,"17,88",PNB,02/12/2015,Suzano Papel PNB,"0,00",Madeira e Papel,"0,00",Papel e Celulose,0
SUZB5,"21,13",PNA,30/12/1899,Suzano Papel PNA,"0,00",Madeira e Papel,"0,00",Papel e Celulose,0
SULA4,"8,30",PN,30/11/2021,Sul America PN,"8,14",Previdência e Seguros,"12,91",Seguradoras,274.696
SNSY5,"5,07",PNA,30/11/2021,SANSUY S.A. INDÚSTRIA DE PLÁSTICOS PNA,"4,83",Materiais Diversos,"8,43",Materiais Diversos,17.630
SULA3,"8,53",ON N2,30/11/2021,Sul America ON N2,"8,29",Previdência e Seguros,"16,83",Seguradoras,149.289
SMLS3,"22,40",ON NM,04/06/2021,SMILES ON NM,"16,11",Diversos,"22,79",Programas de Fidelização,0
STRP4,"0,21",PN,01/04/2011,STAROUP PN,"0,00","Tecidos, Vestuário e Calçados","0,00",Vestuário,0
STBP3,"5,99",ON NM,30/11/2021,SBPAR ON NM,"4,89",Transporte,"9,93",Serviços de Apoio e Armazenagem,39.219.500
STBP11,"14,40",UNT,19/08/2016,SBPAR UNT,"0,00",Transporte,"0,00",Serviços de Apoio e Armazenagem,0
SIMH3,"10,53",ON NM,30/11/2021,SIMPAR ON NM,"7,28",Holdings Diversificadas,"17,47",Holdings Diversificadas,32.661.300
SHOW3,"3,40",ON NM,30/11/2021,TIME FOR FUN ON NM,"2,81",Viagens e Lazer,"7,79",Produção de Eventos e Shows,2.744.190
SOJA3,"14,94",ON NM,30/11/2021,BOA SAFRA ON NM,"13,00",Agropecuária,"16,88",Agricultura,4.594.300
SOND6,"35,51",PNB,16/09/2021,SONDOTECNICA S/A. PNB,"34,13",Construção e Engenharia,"49,49",Engenharia Consultiva,0
SOND5,"34,53",PNA,01/11/2021,SONDOTECNICA S/A. PNA,"34,53",Construção e Engenharia,"52,74",Engenharia Consultiva,367
SOND3,"40,20",ON,03/05/2021,SONDOTECNICA S/A. ON,"40,20",Construção e Engenharia,"41,26",Engenharia Consultiva,0
SOMA3,"13,02",ON NM,30/11/2021,GRUPO SOMA ON NM,"11,90",Comércio,"20,20","Tecidos, Vestuário e Calçados",81.138.600
SFSA3,"0,00",ON N1,30/12/1899,Sofisa ON N1,"0,00",Intermediários Financeiros,"0,00",Bancos,0
SEMP3,"16,86",ON,07/11/2008,SEMP TOSHIBA ON,"0,00",Comércio,"0,00",Eletrodomésticos,0
SMFT3,"18,09",ON NM,30/11/2021,SMART FIT ON NM,"18,09",Viagens e Lazer,"32,20",Atividades Esportivas,29.185.500
SMTO3,"35,11",ON NM,30/11/2021,SAO MARTINHO ON NM,"22,95",Alimentos Processados,"40,34",Açucar e Alcool,55.676.900
SLED4,"0,35",PN,30/11/2021,EDITORA SARAIVA PN,"0,28",Comércio,"0,76",Produtos Diversos,409.830
SEBB11,"23,27",UNT N2,18/03/2011,SEB - SISTEMA EDUCACIONAL BRASILEIRO S/A UNT N2,"0,00",Diversos,"0,00",Serviços Educacionais,0
SDIA4,"6,42",PN N1,21/09/2009,SADIA PN N1,"0,00",Alimentos Processados,"0,00",Carnes e Derivados,0
SJOS4,"0,09",PN,01/03/2017,SÃO JOSÉ PN,"0,00","Tecidos, Vestuário e Calçados","0,00",Fios e Tecidos,0
SLED3,"0,64",ON,30/11/2021,EDITORA SARAIVA ON,"0,56",Comércio,"1,83",Produtos Diversos,118.340
SLCE3,"38,38",ON NM,30/11/2021,SLC Agricola ON NM,"25,83",Agropecuária,"56,49",Agricultura,61.901.800
SCLO4,"0,41",PN,01/03/2017,SCHLOSSER TECIDOS PN,"0,00","Tecidos, Vestuário e Calçados","0,00",Fios e Tecidos,0
